animeID, name, title_english, title_japanese, title_synonyms, type, source, producers, genre, studio, episodes, status, airing, aired, duration, rating, score, scored_by, rank, popularity, members, favorites, synopsis, background, premiered, broadcast, related
1399,Macross 7 Encore,,???????,[],OVA,Unknown,"['Bandai Visual', 'Mainichi Broadcasting System', 'Studio Nue']","['Action', 'Sci-Fi', 'Music', 'Space', 'Comedy', 'Drama', 'Mecha', 'Shounen']",['Production Reed'],3,Finished Airing,FALSE,"{'from': '1995-12-18T00:00:00+00:00', 'to': '1996-02-25T00:00:00+00:00', 'prop': {'from': {'day': 18, 'month': 12, 'year': 1995}, 'to': {'day': 25, 'month': 2, 'year': 1996}}, 'string': 'Dec 18, 1995 to Feb 25, 1996'}",24 min per ep,PG-13 - Teens 13 or older,7.03,3228,3558,4648,6786,8,"Three unbroadcasted episodes of the Macross 7 series. In ""Fleet of the Strongest Women,"" the Macross 7 fleet encounters a rogue Meltrandi fleet led by an old rival of Millia. ""On Stage"" focuses on Ray's past as a fighter pilot, how he first met Basara, and how they formed Fire Bomber. In ""Which One Do You Love,"" when Millia falls ill, she feels her life expectancy is running short and attempts to have Mylene engaged to Basara. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1397, 'type': 'anime', 'name': 'Macross 7', 'url': 'https://myanimelist.net/anime/1397/Macross_7'}]}"
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,Macross 7: The Galaxy is Calling Me,?????? ???????????,['Macross 7: The Movie'],Movie,Original,"['Mainichi Broadcasting System', 'Studio Nue']","['Action', 'Sci-Fi', 'Adventure', 'Music', 'Comedy', 'Drama', 'Mecha', 'Shounen']",['Production Reed'],1,Finished Airing,FALSE,"{'from': '1995-09-30T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Sep 30, 1995'}",33 min,PG-13 - Teens 13 or older,6.99,3098,3703,4712,6565,8,"While investigating a sound anomaly across the galaxy, Basara crash-lands on a snowy planet and receives an unfriendly welcome from the local residents. On the planet, he befriends Pedro, a four-year-old boy who watches the Galaxy Network and idolizes Fire Bomber. Basara also discovers that the sound he's searching for is generated by Emilia, a lone Meltrandi struggling to make music of her own. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1397, 'type': 'anime', 'name': 'Macross 7', 'url': 'https://myanimelist.net/anime/1397/Macross_7'}]}"
1401,Bible Black: New Testament,Bible Black: New Testament,????????????(?????)???,"['Shin Bible Black', 'Bible Black: Revival', 'New Bible Black']",OVA,Visual novel,"['Milky Animation Label', 'Active']",['Hentai'],['Studio Jam'],6,Finished Airing,FALSE,"{'from': '2004-04-25T00:00:00+00:00', 'to': '2007-12-25T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 4, 'year': 2004}, 'to': {'day': 25, 'month': 12, 'year': 2007}}, 'string': 'Apr 25, 2004 to Dec 25, 2007'}",30 min per ep,Rx - Hentai,6.91,9126,,3036,18129,87,"Several years have passed since the Walpugis Night incident and several bizarre serial murder cases have occured in the metropolitan area. Dead bodies of couples are discovered murdered during sexual intercourse. The women didn't have any external injuries, but the men were completely burned and carbonized except one part... their genitals. To solve these bizarre incidents, a special detective team called ""Tokken"" is deployed. Included amongst the members of Tokken is Imari who had experienced the events of Walpugis Night. While investigating the incident, they found a mysterious phrase, ""Spear of Longinus,"" and a strange cult group that is related to the incidents. (Source: ANN)",,,,"{'Prequel': [{'mal_id': 368, 'type': 'anime', 'name': 'Bible Black', 'url': 'https://myanimelist.net/anime/368/Bible_Black'}], 'Summary': [{'mal_id': 13223, 'type': 'anime', 'name': 'Bible Black: New Testament Recap', 'url': 'https://myanimelist.net/anime/13223/Bible_Black__New_Testament_Recap'}]}"
1402,Princess Memory,Princess Memory,?????? ??????(??????),[],OVA,Visual novel,"['Studio Kyuuma', 'NuTech Digital', 'Triple X']","['Fantasy', 'Hentai', 'Romance']",[],2,Finished Airing,FALSE,"{'from': '2001-06-25T00:00:00+00:00', 'to': '2001-09-25T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 6, 'year': 2001}, 'to': {'day': 25, 'month': 9, 'year': 2001}}, 'string': 'Jun 25, 2001 to Sep 25, 2001'}",30 min per ep,Rx - Hentai,5.72,302,,8678,1079,1,"Collin, a relatively noble but ordinary man - finds himself lured to a cave by a dream in which a beautiful girl named Feelia appeared before him. Even as he was warned off by the elder of his village, he still feels drawn in... and with the arrival of a beautiful adventurer, and just a trace of seduction... in he shall go. But what lies in wait? And what of the mysterious girl who appeared to Collin in his dream? (Source: AniDB)",,,,"{'Adaptation': [{'mal_id': 97751, 'type': 'manga', 'name': 'Princess Memory', 'url': 'https://myanimelist.net/manga/97751/Princess_Memory'}]}"
1403,Tsumamigui,Wife Eater,?????? ??????[?????],[],OVA,Visual novel,"['Pink Pineapple', 'Himajin Planning']",['Hentai'],[],2,Finished Airing,FALSE,"{'from': '2003-06-27T00:00:00+00:00', 'to': '2003-11-28T00:00:00+00:00', 'prop': {'from': {'day': 27, 'month': 6, 'year': 2003}, 'to': {'day': 28, 'month': 11, 'year': 2003}}, 'string': 'Jun 27, 2003 to Nov 28, 2003'}",30 min per ep,Rx - Hentai,6.55,1425,,5728,4041,7,"What can a widowed woman do when she gets that itch? Invite a nubile man over to help her decorate! It has been a year since Chiho became a widow and the nights are getting lonely. It’s a good thing that her friend Kanae is there to help. Kanae is experienced, she’s been married for eight years and she knows just what Chiho needs. A little spice, a little color and some new scenery is what’s missing from Chiho’s life. (Source: AniDB)",,,,"{'Sequel': [{'mal_id': 33505, 'type': 'anime', 'name': 'Tsumamigui 3 The Animation', 'url': 'https://myanimelist.net/anime/33505/Tsumamigui_3_The_Animation'}]}"
1404,Flutter of Birds: Tori-tachi no Habataki,Virgin Touch,?????? ?????????! ??????vs???!,['Flutter of Birds'],OVA,Visual novel,"['Silky’s', 'Himajin Planning']",['Hentai'],['Arms'],2,Finished Airing,FALSE,"{'from': '2002-05-24T00:00:00+00:00', 'to': '2002-08-23T00:00:00+00:00', 'prop': {'from': {'day': 24, 'month': 5, 'year': 2002}, 'to': {'day': 23, 'month': 8, 'year': 2002}}, 'string': 'May 24, 2002 to Aug 23, 2002'}",30 min per ep,Rx - Hentai,5.79,551,,7916,1530,3,"Yusaku is heading home for the first time in eight years. He is a medical student about to take on a summer internship in the country working at his uncle's clinic. While on the train, he becomes smitten with a young woman sitting across from him, but is unable to summon the courage to speak to her. When he arrives in his hometown, he is reunited with friends from his childhood, and get introduced to gorgeous nurses, patients, and mysterious young girls. It is only a matter of time before Yusaku runs into the beautiful woman he saw on the train. (Source: AniDB)",,,,"{'Sequel': [{'mal_id': 2208, 'type': 'anime', 'name': 'Flutter of Birds II: Tenshi-tachi no Tsubasa', 'url': 'https://myanimelist.net/anime/2208/Flutter_of_Birds_II__Tenshi-tachi_no_Tsubasa'}]}"
1405,Tokio Kidou Police,Tokio Private Police,??????: Conan VS KID VS YAIBA,['TPP'],OVA,Novel,"['Green Bunny', 'BEAM Entertainment']","['Comedy', 'Hentai', 'Parody', 'Romance']",[],2,Finished Airing,FALSE,"{'from': '1997-07-21T00:00:00+00:00', 'to': '1997-08-21T00:00:00+00:00', 'prop': {'from': {'day': 21, 'month': 7, 'year': 1997}, 'to': {'day': 21, 'month': 8, 'year': 1997}}, 'string': 'Jul 21, 1997 to Aug 21, 1997'}",27 min per ep,Rx - Hentai,6.07,635,,7842,1588,3,"A strong and eager, but sexually very inhibited girl joins an elite police team in the future Tokyo. There, one of her colleagues, a beautiful and sexually not a little bit inhibited woman awakens her sexuallity. Tokyo Private Police is in a way a mix of mecha-fights and sexual interaction. (Source: ANN)",,,,"{'Adaptation': [{'mal_id': 87539, 'type': 'manga', 'name': 'Tokio Kidou Police: Bishoujo Taiin, Shukkin seyo!', 'url': 'https://myanimelist.net/manga/87539/Tokio_Kidou_Police__Bishoujo_Taiin_Shukkin_seyo'}]}"
1406,Gibo,Stepmother's Sin,??,[],OVA,Visual novel,['Digital Works'],"['Drama', 'Hentai', 'Romance']",[],2,Finished Airing,FALSE,"{'from': '2001-10-05T00:00:00+00:00', 'to': '2002-01-11T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 10, 'year': 2001}, 'to': {'day': 11, 'month': 1, 'year': 2002}}, 'string': 'Oct 5, 2001 to Jan 11, 2002'}",30 min per ep,Rx - Hentai,6.07,1515,,5976,3641,21,"Yusuke's been very naughty. He's seduced his father's fiancee; transforming her into a debased slave to his own twisted desires. But as his hold on her tightens, his sanity slips, and the forbidden family fun descends into a nightmare of lust! Trapped in madness of their own creation, they will pay the ultimate price for a stepmother's sin! (Source: RightStuf)",,,,{}
1407,Stainless Night,,{},[],OVA,Unknown,['Pink Pineapple'],"['Hentai', 'Yuri']",[],2,Finished Airing,FALSE,"{'from': '1995-12-22T00:00:00+00:00', 'to': '1996-03-22T00:00:00+00:00', 'prop': {'from': {'day': 22, 'month': 12, 'year': 1995}, 'to': {'day': 22, 'month': 3, 'year': 1996}}, 'string': 'Dec 22, 1995 to Mar 22, 1996'}",30 min per ep,Rx - Hentai,6.19,1228,,6312,3164,10,"After ten years of dormancy, Linea awakes from a capsule in the countryside of Japan. Without any memories, she wanders into a small research center staffed by three beautiful women. One of the researchers, Sayako, is entranced by the strange woman and leaves her present lover. Sayako takes Linea to bed, and finds that her abilities are beyond that of any ordinary woman. (Source: ANN)",,,,"{'Adaptation': [{'mal_id': 7608, 'type': 'manga', 'name': 'Stainless Night', 'url': 'https://myanimelist.net/manga/7608/Stainless_Night'}]}"
1408,Kao no nai Tsuki,Moonlight Lady,???,"['Kaotsuki', 'No Surface Moon']",OVA,Visual novel,['Pink Pineapple'],['Hentai'],['Imagin'],5,Finished Airing,FALSE,"{'from': '2001-12-08T00:00:00+00:00', 'to': '2004-07-23T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 12, 'year': 2001}, 'to': {'day': 23, 'month': 7, 'year': 2004}}, 'string': 'Dec 8, 2001 to Jul 23, 2004'}",30 min per ep,Rx - Hentai,6.78,3740,,4264,8407,61,"Suzuna is the only daughter of the Kuraki family. She is training hard to become a priestess. Tomomi brings her to the house of her husband-to-be. The mansion is under a strange spell, releasing the sexual desires of everyone inside.",,,,"{'Adaptation': [{'mal_id': 18431, 'type': 'manga', 'name': 'Kao no nai Tsuki Comic Collection', 'url': 'https://myanimelist.net/manga/18431/Kao_no_nai_Tsuki_Comic_Collection'}], 'Spin-off': [{'mal_id': 2105, 'type': 'anime', 'name': 'Touka Gettan', 'url': 'https://myanimelist.net/anime/2105/Touka_Gettan'}]}"
1409,IGPX: Immortal Grand Prix,,??????? (1996),[],TV,Original,['Bee Train'],"['Sports', 'Mecha', 'Sci-Fi', 'Shounen']",['Production I.G'],5,Finished Airing,FALSE,"{'from': '2003-09-15T00:00:00+00:00', 'to': '2003-09-19T00:00:00+00:00', 'prop': {'from': {'day': 15, 'month': 9, 'year': 2003}, 'to': {'day': 19, 'month': 9, 'year': 2003}}, 'string': 'Sep 15, 2003 to Sep 19, 2003'}",5 min per ep,PG-13 - Teens 13 or older,6.68,1166,4972,6435,3017,6,"In the year 2035, Team Suzaku and Team Sledge Mamma are preparing to meet in the final round of the 12th Immortal Grand-1 Prix (IG1 or IGPX). Takeshi leads Team Suzaku, which is made up of a group of young amateur pilots who must make the most of their limited funds and weaponry in order to prepare for the competition designed for professionals. This series served as the pilot to the full IGPX: Immortal Grand Prix, each episode is only 5 minutes long or less. A key difference between the two is that this series featured combat mecha competition rather than racing mecha.",,Summer 2003,Unknown,"{'Alternative version': [{'mal_id': 3270, 'type': 'anime', 'name': 'IGPX: Immortal Grand Prix (2005)', 'url': 'https://myanimelist.net/anime/3270/IGPX__Immortal_Grand_Prix_2005'}]}"
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,IGPX: Immortal Grand Prix,?????????????? ??????4?????,[],TV,Original,"['Bee Train', 'Bandai Visual']","['Mecha', 'Sci-Fi', 'Shounen', 'Sports']",['Production I.G'],13,Finished Airing,FALSE,"{'from': '2006-05-20T00:00:00+00:00', 'to': '2006-08-26T00:00:00+00:00', 'prop': {'from': {'day': 20, 'month': 5, 'year': 2006}, 'to': {'day': 26, 'month': 8, 'year': 2006}}, 'string': 'May 20, 2006 to Aug 26, 2006'}",24 min per ep,PG-13 - Teens 13 or older,7.35,4267,2272,4295,8287,25,"Team Satomi has just been deemed as the winners for the IG-2 lower league and now join the top IG-1 competition. But it's not going to be easy. Young pilots Takeshi, Liz, Amy, and River are going to have to be a team to be number 1, however one thing leads to another with these four. Most important of all, their opponents overwhelm Team Satomi in every aspect, including strategy and skill, as well as funding. One thing is for sure, this is not going to be an easy year for ""Team Satomi.""",,Spring 2006,Unknown,"{'Prequel': [{'mal_id': 3270, 'type': 'anime', 'name': 'IGPX: Immortal Grand Prix (2005)', 'url': 'https://myanimelist.net/anime/3270/IGPX__Immortal_Grand_Prix_2005'}]}"
1411,VS Knight Lamune & 40 Fresh,,????????,['Knights of Ramune'],OVA,Original,['Starchild Records'],"['Adventure', 'Comedy', 'Ecchi', 'Mecha', 'Sci-Fi', 'Space']",['Production Reed'],6,Finished Airing,FALSE,"{'from': '1997-05-21T00:00:00+00:00', 'to': '1997-11-21T00:00:00+00:00', 'prop': {'from': {'day': 21, 'month': 5, 'year': 1997}, 'to': {'day': 21, 'month': 11, 'year': 1997}}, 'string': 'May 21, 1997 to Nov 21, 1997'}",28 min per ep,R+ - Mild Nudity,5.79,726,8278,7674,1731,5,"To save the galaxy from impending doom, Cacao and Parfait are sent on a mission through time and space to retrieve the Fourth Warrior, Lamunes. Unfortunately, Cacao and Parfait discover Lamunes at the helm of the marauding Giga Genos invasion fleet. World by world, Lamunes is determined to bring the entire galaxy under his tyrannical heel. With the help of a plicky orphan, it's up to Cacao and Parfait to stop Lamunes from taking over the world.",,,,"{'Prequel': [{'mal_id': 2087, 'type': 'anime', 'name': 'VS Knight Lamune & 40 Fire', 'url': 'https://myanimelist.net/anime/2087/VS_Knight_Lamune___40_Fire'}]}"
1412,Lupin III,Lupin III,???????? ??????,"['Rupan Sansei', 'Lupin the Third']",TV,Manga,"['TMS Entertainment', 'Group TAC']","['Action', 'Adventure', 'Comedy', 'Seinen']",['Tokyo Movie Shinsha'],23,Finished Airing,FALSE,"{'from': '1971-10-24T00:00:00+00:00', 'to': '1972-03-26T00:00:00+00:00', 'prop': {'from': {'day': 24, 'month': 10, 'year': 1971}, 'to': {'day': 26, 'month': 3, 'year': 1972}}, 'string': 'Oct 24, 1971 to Mar 26, 1972'}",25 min per ep,PG-13 - Teens 13 or older,7.72,16489,1075,1610,52530,599,"Arsène Lupin III is the grandson of world-famous thief Arsène Lupin, and he's living up to his grandfather's memory as a high-profile thief himself. Due to his infamy, Lupin III attracts the attention of the persistent Inspector Zenigata of the ICPO, as well as rival criminals. Lupin III's criminal lifestyle even seeps into his love life. The main woman in Lupin III's world is femme fatale Fujiko Mine, who Lupin III can never tell is working with or against him. Follow Lupin and his gunman partner Daisuke Jigen on their quest to own the world－or at least the valuable bits!",,Fall 1971,Sundays at Unknown,"{'Adaptation': [{'mal_id': 438, 'type': 'manga', 'name': 'Lupin III', 'url': 'https://myanimelist.net/manga/438/Lupin_III'}], 'Side story': [{'mal_id': 1413, 'type': 'anime', 'name': 'Lupin III: Alcatraz Connection', 'url': 'https://myanimelist.net/anime/1413/Lupin_III__Alcatraz_Connection'}, {'mal_id': 1414, 'type': 'anime', 'name': 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'url': 'https://myanimelist.net/anime/1414/Lupin_III__Tenshi_no_Tactics_-_Yume_no_Kakera_wa_Koroshi_no_Kaori'}, {'mal_id': 1415, 'type': 'anime', 'name': 'Lupin III: Bye Bye Liberty - Kiki Ippatsu!', 'url': 'https://myanimelist.net/anime/1415/Lupin_III__Bye_Bye_Liberty_-_Kiki_Ippatsu'}, {'mal_id': 1416, 'type': 'anime', 'name': 'Lupin III: Dead or Alive', 'url': 'https://myanimelist.net/anime/1416/Lupin_III__Dead_or_Alive'}, {'mal_id': 1417, 'type': 'anime', 'name': 'Lupin III: Moeyo Zantetsuken!', 'url': 'https://myanimelist.net/anime/1417/Lupin_III__Moeyo_Zantetsuken'}, {'mal_id': 1418, 'type': 'anime', 'name': 'Lupin III: Episode 0 ""First Contact""', 'url': 'https://myanimelist.net/anime/1418/Lupin_III__Episode_0_First_Contact'}, {'mal_id': 1419, 'type': 'anime', 'name': 'Lupin III: Kutabare! Nostradamus', 'url': 'https://myanimelist.net/anime/1419/Lupin_III__Kutabare_Nostradamus'}, {'mal_id': 1420, 'type': 'anime', 'name': 'Lupin III: Russia yori Ai wo Komete', 'url': 'https://myanimelist.net/anime/1420/Lupin_III__Russia_yori_Ai_wo_Komete'}, {'mal_id': 1421, 'type': 'anime', 'name': 'Lupin III: Hemingway Paper no Nazo', 'url': 'https://myanimelist.net/anime/1421/Lupin_III__Hemingway_Paper_no_Nazo'}, {'mal_id': 1422, 'type': 'anime', 'name': 'Lupin III: $1 Money Wars', 'url': 'https://myanimelist.net/anime/1422/Lupin_III__1_Money_Wars'}, {'mal_id': 1423, 'type': 'anime', 'name': 'Lupin III: Napoleon no Jisho wo Ubae', 'url': 'https://myanimelist.net/anime/1423/Lupin_III__Napoleon_no_Jisho_wo_Ubae'}, {'mal_id': 1424, 'type': 'anime', 'name': 'Lupin III: Otakara Henkyaku Daisakusen!!', 'url': 'https://myanimelist.net/anime/1424/Lupin_III__Otakara_Henkyaku_Daisakusen'}, {'mal_id': 1427, 'type': 'anime', 'name': 'Lupin III: Ikiteita Majutsushi', 'url': 'https://myanimelist.net/anime/1427/Lupin_III__Ikiteita_Majutsushi'}, {'mal_id': 1428, 'type': 'anime', 'name': 'Lupin III: Pilot Film (1978)', 'url': 'https://myanimelist.net/anime/1428/Lupin_III__Pilot_Film_1978'}, {'mal_id': 1429, 'type': 'anime', 'name': 'Lupin III: Nusumareta Lupin', 'url': 'https://myanimelist.net/anime/1429/Lupin_III__Nusumareta_Lupin'}, {'mal_id': 1430, 'type': 'anime', 'name': 'Lupin III: Cagliostro no Shiro', 'url': 'https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro'}, {'mal_id': 1431, 'type': 'anime', 'name': ""Lupin III: Ai no Da Capo - Fujiko's Unlucky Days"", 'url': 'https://myanimelist.net/anime/1431/Lupin_III__Ai_no_Da_Capo_-_Fujikos_Unlucky_Days'}, {'mal_id': 1432, 'type': 'anime', 'name': 'Lupin III: Fuuma Ichizoku no Inbou', 'url': 'https://myanimelist.net/anime/1432/Lupin_III__Fuuma_Ichizoku_no_Inbou'}, {'mal_id': 1433, 'type': 'anime', 'name': 'Lupin III: Babylon no Ougon Densetsu', 'url': 'https://myanimelist.net/anime/1433/Lupin_III__Babylon_no_Ougon_Densetsu'}, {'mal_id': 1434, 'type': 'anime', 'name': 'Lupin III: Harimao no Zaihou wo Oe!!', 'url': 'https://myanimelist.net/anime/1434/Lupin_III__Harimao_no_Zaihou_wo_Oe'}, {'mal_id': 1435, 'type': 'anime', 'name': 'Lupin III: Lupin vs. Fukusei-ningen', 'url': 'https://myanimelist.net/anime/1435/Lupin_III__Lupin_vs_Fukusei-ningen'}, {'mal_id': 1436, 'type': 'anime', 'name': 'Lupin III: Twilight Gemini no Himitsu', 'url': 'https://myanimelist.net/anime/1436/Lupin_III__Twilight_Gemini_no_Himitsu'}, {'mal_id': 1437, 'type': 'anime', 'name': 'Lupin III: Honoo no Kioku - Tokyo Crisis', 'url': 'https://myanimelist.net/anime/1437/Lupin_III__Honoo_no_Kioku_-_Tokyo_Crisis'}, {'mal_id': 1438, 'type': 'anime', 'name': 'Lupin III: Lupin Ansatsu Shirei', 'url': 'https://myanimelist.net/anime/1438/Lupin_III__Lupin_Ansatsu_Shirei'}, {'mal_id': 1439, 'type': 'anime', 'name': 'Lupin III: Walther P-38', 'url': 'https://myanimelist.net/anime/1439/Lupin_III__Walther_P-38'}, {'mal_id': 3019, 'type': 'anime', 'name': 'Lupin III: Kiri no Elusive', 'url': 'https://myanimelist.net/anime/3019/Lupin_III__Kiri_no_Elusive'}, {'mal_id': 4320, 'type': 'anime', 'name': 'Lupin III: Green vs. Red', 'url': 'https://myanimelist.net/anime/4320/Lupin_III__Green_vs_Red'}, {'mal_id': 4851, 'type': 'anime', 'name': 'Lupin III: Seven Days Rhapsody', 'url': 'https://myanimelist.net/anime/4851/Lupin_III__Seven_Days_Rhapsody'}, {'mal_id': 5019, 'type': 'anime', 'name': 'Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan', 'url': 'https://myanimelist.net/anime/5019/Lupin_III__Sweet_Lost_Night_-_Mahou_no_Lamp_wa_Akumu_no_Yokan'}, {'mal_id': 5225, 'type': 'anime', 'name': 'Lupin III: Pilot Film', 'url': 'https://myanimelist.net/anime/5225/Lupin_III__Pilot_Film'}, {'mal_id': 6115, 'type': 'anime', 'name': 'Lupin III vs. Detective Conan', 'url': 'https://myanimelist.net/anime/6115/Lupin_III_vs_Detective_Conan'}, {'mal_id': 8097, 'type': 'anime', 'name': 'Lupin III: The Last Job', 'url': 'https://myanimelist.net/anime/8097/Lupin_III__The_Last_Job'}, {'mal_id': 11777, 'type': 'anime', 'name': 'Lupin III: Chi no Kokuin - Eien no Mermaid', 'url': 'https://myanimelist.net/anime/11777/Lupin_III__Chi_no_Kokuin_-_Eien_no_Mermaid'}, {'mal_id': 15783, 'type': 'anime', 'name': 'Lupin III: Touhou Kenbunroku - Another Page', 'url': 'https://myanimelist.net/anime/15783/Lupin_III__Touhou_Kenbunroku_-_Another_Page'}, {'mal_id': 20141, 'type': 'anime', 'name': 'Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi', 'url': 'https://myanimelist.net/anime/20141/Lupin_III__Princess_of_the_Breeze_-_Kakusareta_Kuuchuu_Toshi'}, {'mal_id': 38720, 'type': 'anime', 'name': 'Lupin III: Goodbye Partner', 'url': 'https://myanimelist.net/anime/38720/Lupin_III__Goodbye_Partner'}], 'Sequel': [{'mal_id': 1425, 'type': 'anime', 'name': 'Lupin III: Part II', 'url': 'https://myanimelist.net/anime/1425/Lupin_III__Part_II'}], 'Prequel': [{'mal_id': 5225, 'type': 'anime', 'name': 'Lupin III: Pilot Film', 'url': 'https://myanimelist.net/anime/5225/Lupin_III__Pilot_Film'}], 'Character': [{'mal_id': 6115, 'type': 'anime', 'name': 'Lupin III vs. Detective Conan', 'url': 'https://myanimelist.net/anime/6115/Lupin_III_vs_Detective_Conan'}, {'mal_id': 19479, 'type': 'anime', 'name': 'Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special', 'url': 'https://myanimelist.net/anime/19479/Monkey_Punch__Manga_Katsudou_Daishashin_-_Crime_Mate_Special'}], 'Other': [{'mal_id': 9035, 'type': 'anime', 'name': 'Lupin the Third x Monkey Majik', 'url': 'https://myanimelist.net/anime/9035/Lupin_the_Third_x_Monkey_Majik'}, {'mal_id': 13247, 'type': 'anime', 'name': 'Lupin III: Lupin Ikka Seizoroi', 'url': 'https://myanimelist.net/anime/13247/Lupin_III__Lupin_Ikka_Seizoroi'}, {'mal_id': 16183, 'type': 'anime', 'name': 'Lupin Shanshei', 'url': 'https://myanimelist.net/anime/16183/Lupin_Shanshei'}, {'mal_id': 23293, 'type': 'anime', 'name': 'Lupin the IIIrd: Jigen Daisuke no Bohyou', 'url': 'https://myanimelist.net/anime/23293/Lupin_the_IIIrd__Jigen_Daisuke_no_Bohyou'}, {'mal_id': 34021, 'type': 'anime', 'name': 'Lupin the IIIrd: Chikemuri no Ishikawa Goemon', 'url': 'https://myanimelist.net/anime/34021/Lupin_the_IIIrd__Chikemuri_no_Ishikawa_Goemon'}], 'Alternative version': [{'mal_id': 13203, 'type': 'anime', 'name': 'Lupin the Third: Mine Fujiko to Iu Onna', 'url': 'https://myanimelist.net/anime/13203/Lupin_the_Third__Mine_Fujiko_to_Iu_Onna'}, {'mal_id': 36967, 'type': 'anime', 'name': 'Lupin wa Ima mo Moete Iru ka?', 'url': 'https://myanimelist.net/anime/36967/Lupin_wa_Ima_mo_Moete_Iru_ka'}], 'Spin-off': [{'mal_id': 13249, 'type': 'anime', 'name': 'Lupin VIII', 'url': 'https://myanimelist.net/anime/13249/Lupin_VIII'}]}"
1413,Lupin III: Alcatraz Connection,,???? ???????? -life goes on.-,['Rupan Sansei: Alcatraz Connection'],Special,Manga,"['VAP', 'Nippon Television Network']","['Action', 'Adventure', 'Comedy', 'Seinen']",['TMS Entertainment'],1,Finished Airing,FALSE,"{'from': '2001-08-03T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 3, 2001'}",1 hr 31 min,PG-13 - Teens 13 or older,7.2,1769,2864,5508,4457,3,"Zenigata arrives on the ship ""Machine Gun Kelly"", a casino on the water owned by the mafia, because Lupin plans on stealing the casino's money. Lupin and his gang manages to break into the ship's vault but was unable to escape with the money due to Zenigata's shooting. However, there was another purpose the ship had, one that Lupin was aware of; to search for a sunken ship filled with gold. Lupin managed to steal this data while he was on the ship, however, now they have to contend with Zenigata, the mafia, and a secret organization whose base is under Alcatraz, as they attempt to uncover the secret behind the organization and the sunken treasure. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,,BLUE GENDER THE WARRIOR,"['Lupin III: Angel Tactics', ""Lupin III: An Angel's Tactics - Fragments of a Dream Are the Scent of Murder""]",Special,Unknown,[],"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",['TMS Entertainment'],1,Finished Airing,FALSE,"{'from': '2005-07-22T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 22, 2005'}",1 hr 32 min,PG-13 - Teens 13 or older,7.19,1715,2905,5657,4165,1,"Stolen from the famous ""secret"" Air Force base, Area 51, Lupin's most recently stolen treasure holds a secret. Four ""Bloody Angels,"" the toughest women Lupin has ever faced, want the treasure for their own terrorist purposes. Meanwhile Zenigata teams up with a female police officer to hunt Lupin and the terrorists down. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,Lupin III: Goodbye Lady Liberty,????? ???,"['Rupan Sansei: Bye Bye Liberty - Kiki Ippatsu!', 'Lupin III: Bye Bye Liberty Crisis']",Special,Unknown,"['VAP', 'Tokyo Movie Shinsha']","['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",[],1,Finished Airing,FALSE,"{'from': '1989-04-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 1, 1989'}",1 hr 37 min,R+ - Mild Nudity,6.94,2011,3876,5505,4464,2,"In this adventure, Lupin III tries to erase the files about him in the world police network. He finds out about the Ultravirus, a computer virus that controls all others and its location is only known by a little kid. Meanwhile, he steals the Statue of Liberty to look for a diamond the size of a football that is said to be hidden somewhere in it. Apparently, the diamond and the ultravirus are somehow related... (Source: ANN)",,,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'name': 'Lupin III', 'url': 'https://myanimelist.net/anime/1412/Lupin_III'}]}"
